Mês,ICF,ICF até 10 SM,ICF + de 10 SM,Emprego Atual,Emprego Atual até 10 SM,Emprego Atual + de 10 SM,Perspectiva Profissional,Perspectiva Profissional até 10 SM,Perspectiva Profissional + de 10 SM,Renda Atual,Renda Atual até 10 SM,Renda Atual + de 10 SM,Acesso a Crédito,Acesso a Crédito até 10 SM,Acesso a Crédito + de 10 SM,Nível de Consumo Atual,Nível de Consumo Atual até 10 SM,Nível de Consumo Atual + de 10 SM,Perspectiva de Consumo,Perspectiva de Consumo até 10 SM,Perspectiva de Consumo + de 10 SM,Momento para Duráveis,Momento para Duráveis até 10 SM,Momento para Duráveis + de 10 SM,load_timestamp
2011-03-01,135.30257482682003,134.1090163287844,141.06666666666666,141.7657822506862,140.5300938707896,147.73333333333335,135.5901189387008,134.5665378244064,140.53333333333333,149.17657822506862,148.37106570955274,153.06666666666666,143.5498627630375,141.19271120927664,154.93333333333334,100.27447392497713,99.66869133075649,103.2,135.77310155535224,135.6709000552181,136.26666666666665,140.98810612991767,138.76311430149087,151.73333333333332,2025-01-21 19:37:26.186649+00:00
2011-04-01,135.49282739472469,134.70796023987515,138.72714962762356,144.51642757982415,143.18573893041977,150.0,129.84729291994446,130.9948246118459,125.11848341232226,151.82785747339196,152.27142035652673,150.0,151.73530772790374,150.77630822311676,155.6872037914692,100.7866728366497,99.19493962047153,107.34597156398104,130.68024062933827,129.26969522714205,136.49289099526067,139.05599259602036,137.2627947096032,146.44549763033174,2025-01-21 19:37:26.186649+00:00
2011-05-01,133.43379545911193,131.99363310783923,141.0819949281488,143.60056258790436,142.45125348189416,149.70414201183434,133.84903891233006,132.25626740947075,142.30769230769232,147.39803094233474,146.4066852367688,152.66272189349112,149.929676511955,148.9693593314763,155.02958579881658,98.45288326300985,97.21448467966573,105.02958579881657,126.20721987810596,124.56824512534818,134.9112426035503,134.59915611814347,134.9112426035503,147.92899408284023,2025-01-21 19:37:26.186649+00:00
2011-06-01,137.58055853920516,136.8668831168831,140.9937888198758,142.76315789473685,142.2159090909091,145.3804347826087,140.08458646616543,138.6931818181818,146.73913043478262,152.67857142857144,151.76136363636363,157.06521739130434,158.8815789473684,159.3181818181818,156.79347826086956,99.3890977443609,97.7840909090909,107.06521739130434,136.09022556390977,134.77272727272728,142.3913043478261,133.1766917293233,142.3913043478261,131.52173913043478,2025-01-21 19:37:26.186649+00:00
2011-07-01,138.9077589077589,138.52097130242825,141.012441012441,149.1841491841492,148.39955849889623,153.45345345345345,142.23776223776224,142.66004415011037,139.93993993993993,154.4988344988345,154.4150110375276,154.95495495495496,158.6013986013986,158.00220750551875,161.86186186186188,101.07226107226107,102.2626931567329,94.5945945945946,138.55477855477855,138.3002207505519,139.93993993993993,128.2051282051282,139.93993993993993,142.34234234234233,2025-01-21 19:37:26.186649+00:00
2011-08-01,139.35272045028142,138.05740230257825,145.52123552123552,146.9512195121951,146.53802497162314,148.9189189189189,139.21200750469043,138.76276958002268,141.35135135135135,152.81425891181988,152.1566401816118,155.94594594594594,157.03564727954972,156.01589103291712,161.89189189189187,103.00187617260788,102.21339387060159,106.75675675675676,142.0262664165103,141.08967082860386,146.48648648648648,134.42776735459663,146.48648648648648,157.2972972972973,2025-01-21 19:37:26.186649+00:00
2011-09-01,140.14475108225105,140.342460087683,139.25788497217067,145.97537878787878,146.8442385639838,142.0779220779221,146.9223484848485,146.55471916618413,148.57142857142856,155.35037878787878,156.34047481181238,150.9090909090909,156.01325757575756,155.4140127388535,158.7012987012987,103.7405303030303,104.5744064852345,100.0,139.0151515151515,139.08511870295308,138.7012987012987,133.99621212121212,138.7012987012987,135.84415584415586,2025-01-21 19:37:26.186649+00:00
2011-10-01,135.28544626105602,134.4454107044035,139.95604395604397,143.90243902439025,144.16159380188157,142.46153846153845,132.4108818011257,130.16048699501937,144.9230769230769,146.10694183864916,145.213060320974,151.0769230769231,154.9249530956848,155.0083010514665,154.46153846153845,105.0656660412758,103.70780298837852,112.61538461538461,136.67917448405254,134.64305478693967,148.0,127.90806754221389,148.0,126.15384615384616,2025-01-21 19:37:26.186649+00:00
2011-11-01,138.2648279555496,138.0675379617738,139.80011757789538,148.87535145267105,149.3918561607615,144.8559670781893,145.78256794751638,147.22369116869382,134.5679012345679,152.57731958762886,152.8820729772607,150.20576131687244,159.79381443298968,159.227921734532,164.19753086419752,98.40674789128397,97.77895293495504,103.29218106995884,135.42642924086223,134.47911158117398,142.79835390946502,126.99156513589503,142.79835390946502,138.68312757201647,2025-01-21 19:37:26.186649+00:00
2011-12-01,138.99686101649635,137.97249567896597,147.17887154861947,147.54558204768583,147.18569174118886,150.42016806722688,145.39504441327722,144.18726985796948,155.0420168067227,151.4726507713885,150.7101525512888,157.56302521008405,162.83309957924263,162.96685954760653,161.76470588235293,101.12201963534362,99.21094160967911,116.38655462184875,134.315100514259,133.035244608101,144.53781512605042,130.2945301542777,128.51130983692792,144.53781512605042,2025-01-21 19:37:26.186649+00:00
2012-01-01,140.28677150786308,139.4971072541166,146.7312348668281,146.85476410730806,147.40394600207685,142.3728813559322,147.96484736355228,146.8847352024922,156.77966101694915,153.19148936170214,152.18068535825546,161.4406779661017,159.11193339500463,158.25545171339564,166.10169491525426,101.66512488436632,100.10384215991692,114.40677966101694,139.03792784458835,138.21391484942887,145.76271186440678,134.1813135985199,133.43717549325027,140.25423728813558,2025-01-21 19:37:26.186649+00:00
2012-02-01,150.28856753777316,150.2001964191282,150.82417582417585,156.15070358601906,157.11263881544156,150.32051282051282,155.92374035406263,155.94923320994184,155.76923076923077,161.87017703132094,163.03543098889477,154.80769230769232,170.67635043123013,170.54468535166578,171.47435897435898,102.72355878347707,101.95663670015864,107.37179487179486,147.29913753971857,146.37757800105766,152.8846153846154,157.37630503858375,156.42517186673717,163.14102564102564,2025-01-21 19:37:26.186649+00:00
