Mês,ICC,ICC até 10 SM,ICC + de 10 SM,ICC Homens,ICC Mulheres,ICC até 35 anos,ICC + de 35 anos,ICEA,ICEA até 10 SM,ICEA + de 10 SM,ICEA Homens,ICEA Mulheres,ICEA até 35 anos,ICEA + de 35 anos,IEC,IEC até 10 SM,IEC + de 10 SM,IEC Homens,IEC Mulheres,IEC até 35 anos,IEC + de 35 anos,load_timestamp
1996-05-01,104.6184913148607,92.47427617785411,130.42494848099972,,,,,96.96534791826389,75.41729902454672,142.75495181741286,,,,,109.72058691259193,103.84559428005905,122.20494625672431,,,,,2025-01-21 19:37:26.135104+00:00
1996-06-01,105.33348418147386,93.09702999933938,131.33594931850962,,,,,96.54116411533244,74.1380644067457,144.14775099607925,,,,,111.19503089223481,105.73634039440185,122.79474820012983,,,,,2025-01-21 19:37:26.135104+00:00
1996-07-01,105.6449294718667,93.02516525475912,132.4619284332203,,,,,98.17999020851471,75.7714124135574,145.79821802279895,,,,,110.6215556474347,104.5276671488936,123.57106870683454,,,,,2025-01-21 19:37:26.135104+00:00
1996-08-01,107.19680552361493,97.2747518455666,128.2811695894676,,,,,97.32448091671729,75.45713678081043,143.79258720551934,,,,,113.77835526154666,111.81982855540404,117.94022451209973,,,,,2025-01-21 19:37:26.135104+00:00
1996-09-01,106.75644534284172,97.09049294584163,127.29659418646688,,,,,98.29155183859388,77.14802821333637,143.22153954226607,,,,,112.39970767900692,110.38546943417846,116.67996394926742,,,,,2025-01-21 19:37:26.135104+00:00
1996-10-01,109.3570232910738,96.2889092099781,137.12676571340214,,,,,102.34264651952495,79.5825577627847,150.70783512759797,,,,,114.03327447210637,107.42647684144038,128.0727194372716,,,,,2025-01-21 19:37:26.135104+00:00
1996-11-01,111.65619960764329,99.35077843450783,137.80521960055611,,,,,103.45725551159656,80.98573206673947,151.20924283191786,,,,,117.12216233834111,111.59414267968674,128.8692041129816,,,,,2025-01-21 19:37:26.135104+00:00
1996-12-01,112.18325610239259,100.9486589984972,136.0567749481703,,,,,104.09211506187981,81.21147935223378,152.7134659448776,,,,,117.57735012940113,114.1067787626728,124.95231428369878,,,,,2025-01-21 19:37:26.135104+00:00
1997-01-01,114.30521079659076,103.0217828860423,138.2824951065062,,,,,109.31010026973647,87.71831287530478,155.1926484829038,,,,,117.63528448116028,113.22409622653399,127.00905952224113,,,,,2025-01-21 19:37:26.135104+00:00
1997-02-01,112.76233176492251,100.3838401842416,139.06662637386938,,,,,106.11551202974397,84.60654146937354,151.82207447053108,,,,,117.1935449217082,110.90203932748699,130.56299430942826,,,,,2025-01-21 19:37:26.135104+00:00
1997-03-01,115.89003375672031,104.78609674286668,139.48589991115927,,,,,108.2556927808476,88.36014339288661,150.53373523026465,,,,,120.97959440730213,115.73673230952006,132.12067636508903,,,,,2025-01-21 19:37:26.135104+00:00
1997-04-01,116.9535017260767,107.16665265838682,137.75055599491768,,,,,113.26387798403994,94.5748333700238,152.97809778882421,,,,,119.41325088743454,115.56119885062884,127.59886146564666,,,,,2025-01-21 19:37:26.135104+00:00
1997-05-01,109.41507124314215,98.78142820033344,132.01156270911065,,,,,104.61500017042607,85.03147753618633,146.22998576818551,,,,,112.61511862495288,107.94806197643152,122.53261400306076,,,,,2025-01-21 19:37:26.135104+00:00
1997-06-01,106.0874210639816,95.44883683351398,128.69441255372524,,,,,102.55683637288122,82.92892928893549,144.26613892626588,,,,,108.44114419138185,103.79544186323298,118.31326163869817,,,,,2025-01-21 19:37:26.135104+00:00
1997-07-01,108.37884169349516,97.08544348924167,132.3773128775338,,,,,104.8533509051961,84.42505835750556,148.26347256903844,,,,,110.72916888569452,105.52570024373239,121.78653974986405,,,,,2025-01-21 19:37:26.135104+00:00
1997-08-01,105.74369074107383,94.28758767455241,130.08790975743187,,,,,99.69757778813667,79.00269708827975,143.67419927533265,,,,,109.77443270969863,104.47751473206753,121.03038341216467,,,,,2025-01-21 19:37:26.135104+00:00
1997-09-01,98.68760468052626,84.70136250414822,128.4083693053296,,,,,94.30774604900611,71.10596851334186,143.61152331229266,,,,,101.60751043487303,93.76495849801914,118.27293330068755,,,,,2025-01-21 19:37:26.135104+00:00
1997-10-01,96.90846560031956,79.90017736513722,133.051078100082,,,,,93.63929447376206,67.79943474345477,148.54899640066506,,,,,99.08791301802455,87.96733911292553,122.71913256635996,,,,,2025-01-21 19:37:26.135104+00:00
1997-11-01,97.99408261565748,83.15603951360458,129.5249242075199,,,,,90.46851180402594,67.4984383627957,139.27991786664018,,,,,103.01112982341185,93.5944402808105,123.02159510143971,,,,,2025-01-21 19:37:26.135104+00:00
1997-12-01,93.47199646208814,80.29236180826497,121.47872010146237,,,,,84.21696455740224,63.93517238587586,127.3157729218958,,,,,99.64201773187875,91.19715475652438,117.58735155450675,,,,,2025-01-21 19:37:26.135104+00:00
1998-01-01,94.4697973723915,82.89088820508394,119.07497935292002,,,,,85.20609374256229,65.94033945114876,126.14582161181602,,,,,100.64559979227764,94.19125404104072,114.36108451365602,,,,,2025-01-21 19:37:26.135104+00:00
1998-02-01,103.15699171729077,93.2539448081165,124.20096639928609,,,,,93.12506347774399,74.92154027993179,131.80755027309493,,,,,109.84494387698861,105.47554782690631,119.12991048341351,,,,,2025-01-21 19:37:26.135104+00:00
1998-03-01,100.49275281835392,88.54556583838544,125.8805251507869,,,,,92.16908510562467,73.73526042674605,131.3409625482417,,,,,106.04186462684007,98.41910277947837,122.24023355248369,,,,,2025-01-21 19:37:26.135104+00:00
1998-04-01,90.9918550963959,80.44114409451345,113.41211597539609,,,,,82.30745863702265,66.43609819576369,116.03409957469793,,,,,96.78145273597806,89.77784136034661,111.66412690919486,,,,,2025-01-21 19:37:26.135104+00:00
1998-05-01,87.72718868917707,79.18510554128666,105.87911537844414,,,,,78.08319726748363,63.31104753774456,109.47401544317917,,,,,94.15651630363934,89.7678108769814,103.48251533528745,,,,,2025-01-21 19:37:26.135104+00:00
1998-06-01,93.84539814703137,84.63374525345533,113.42016054588046,,,,,83.95701849037846,67.85255175180636,118.17901030984417,,,,,100.43765125146665,95.82120758788797,110.24759403657134,,,,,2025-01-21 19:37:26.135104+00:00
1998-07-01,102.69364838050207,92.87437783254245,123.55959829491624,,,,,91.90121461617028,74.36381169223998,129.16819582952212,,,,,109.88860422338993,105.21475525941077,119.82053327184565,,,,,2025-01-21 19:37:26.135104+00:00
1998-08-01,109.42511117759082,99.75148842273695,129.98155953165528,,,,,97.59623836404111,79.0159763403676,137.0792951643473,,,,,117.31102638662398,113.57516314431652,125.24973577652729,,,,,2025-01-21 19:37:26.135104+00:00
1998-09-01,112.41200576626542,102.9926733048184,132.42808724684033,,,,,101.86917833464027,82.10118924212304,143.87615515623935,,,,,119.44055738734886,116.92032934661532,124.79604197390766,,,,,2025-01-21 19:37:26.135104+00:00
1998-10-01,113.28125804837302,105.18462676563749,130.486599524186,,,,,102.19315536221583,82.62350649091378,143.77865921373268,,,,,120.67332650581116,120.22537361545331,121.62522639782154,,,,,2025-01-21 19:37:26.135104+00:00
1998-11-01,106.90663942561638,100.27133647418223,121.00665819741388,,,,,92.66308338926663,75.52353304124992,129.08462787880214,,,,,116.40234344984952,116.76987209613712,115.62134507648838,,,,,2025-01-21 19:37:26.135104+00:00
1998-12-01,92.68075596778112,86.53542376174214,105.73958690561396,,,,,77.56932158262296,63.66958734411786,107.10625683944632,,,,,102.75504555788658,101.779314706825,104.82847361639239,,,,,2025-01-21 19:37:26.135104+00:00
1999-01-01,94.21731357639487,87.18327689251494,109.16464152963974,,,,,85.83007765848407,70.19412653663939,119.05647379240403,,,,,99.80880418833542,98.50937712976531,102.57008668779689,,,,,2025-01-21 19:37:26.135104+00:00
1999-02-01,89.94282806804343,82.65778435480556,105.42354595867388,,,,,77.4402302094137,62.83742087994279,108.47120003453936,,,,,98.27789330712992,95.87136000471406,103.39177657476357,,,,,2025-01-21 19:37:26.135104+00:00
1999-03-01,75.72269904503932,68.78071422448919,90.47441678870835,,,,,52.2696961428388,42.099655536005635,73.88103243235928,,,,,91.358034313173,86.56808668347821,101.5366730262744,,,,,2025-01-21 19:37:26.135104+00:00
1999-04-01,75.85933827425596,68.10915639230181,92.32847477340852,,,,,49.0080215889177,38.96132562589861,70.35725051033327,,,,,93.76021606448147,87.54104356990395,106.97595761545868,,,,,2025-01-21 19:37:26.135104+00:00
1999-05-01,77.29359030031506,69.93958784898203,92.92084550939775,75.45605618671536,78.94667748713198,79.88065250380384,74.85415331130304,50.86188472048612,40.18514149831947,73.54996406759025,46.58153469927205,54.767703291959464,53.88336490312715,47.81293188887533,94.91472735353437,89.77588541609042,105.83476647060276,94.70573717834424,95.06599361724697,97.21217757092165,92.88163425958817,2025-01-21 19:37:26.135104+00:00
1999-06-01,91.51124148713092,82.60228703169035,110.44276970494212,91.60277114898582,91.4479700415356,94.25820967345707,88.70323011431023,60.4485041506681,47.21524802307361,88.56917342180637,58.93416384590609,61.93012497677156,59.201071149291295,62.515826662827784,112.21973304477281,106.19364637076818,125.02516722703264,113.38184268437233,111.12653341804497,117.62963535623425,106.16149908196519,2025-01-21 19:37:26.135104+00:00
1999-07-01,99.11202742402705,89.98935969238593,118.49769635376444,97.55021514465892,100.92936287646954,102.61278386612005,94.77479688360916,66.07347001513162,52.61676090454945,94.66897687511873,65.38575773874787,66.7861134140243,67.23404202148473,65.00289603416796,121.1377323632907,114.9044255509436,134.38350933952825,118.99318674859963,123.69152918476637,126.19861176254362,114.62273078323663,2025-01-21 19:37:26.135104+00:00
1999-08-01,98.1724112780193,87.1597363671782,121.5743454635566,93.86608880457638,102.48365892998551,102.1752044671657,93.09765004974544,64.59481995385516,51.318466603796296,92.80707082273022,64.43968502902891,64.70132363451005,67.77103192983841,60.27894190059869,120.55747216079538,111.0539162094328,140.75252855744085,113.48369132160802,127.6718824603025,125.11131949205055,114.97678881584328,2025-01-21 19:37:26.135104+00:00
1999-09-01,99.02859547428781,87.98315276211154,122.50016123766234,96.3643917294485,101.53257397256344,100.39571591612327,97.52845235378899,64.56898482909646,53.104099060277335,88.93186708783712,65.5091860553763,63.69724990236129,65.30638695490106,63.8440635752296,122.0016692377487,111.23585523000102,144.87902400421248,116.93452884549663,126.75612335269821,123.78860189027141,119.98471153949527,2025-01-21 19:37:26.135104+00:00
1999-10-01,95.5208991360977,85.49097264619739,116.83449292713584,91.92994430902571,99.10817831783774,97.56598549054945,93.1294788253765,61.94116351331883,51.925163463758466,83.22516361863458,59.14902926760951,64.78499469185836,65.10364791773301,58.10586297813526,117.90738955128361,107.86817876782334,139.24071246613667,113.78388766996986,121.99030073515733,119.20754387242707,116.47855605687066,2025-01-21 19:37:26.135104+00:00
1999-11-01,93.86599282731208,83.42516399866972,116.0527540881771,90.93982558919382,96.77030509587738,96.55095564159438,90.46237434258596,64.52308590412804,53.52827703996004,87.88705474048504,62.37329713763931,66.73697353439533,69.09623153691247,58.488207514170824,113.42793077610145,103.35642197114282,134.82988698663846,109.98417789023017,116.7925261368654,114.85410504471567,111.7784855615294,2025-01-21 19:37:26.135104+00:00
1999-12-01,94.62060548711912,82.51569599725973,120.34353815307033,92.48055349637639,95.89804651798076,94.74816020636815,95.21891826392354,64.1732844508862,51.05876284288775,92.04164286788291,65.35200931700366,62.9827913393756,66.38030099779289,61.75757231625357,114.9188195112744,103.48698476684105,139.21146834319526,110.56624961595821,117.84154997038422,113.66006634541834,117.52648222903684,2025-01-21 19:37:26.135104+00:00
2000-01-01,100.90760347138368,88.47898760868516,127.31841217961805,99.14847542687859,102.47210903001631,99.8153178736941,102.81222372359004,71.17179680694058,58.068281323564,99.01676720911577,70.00209126116258,72.27596737408074,71.7030764680858,70.9229456750063,120.73147458101244,108.75279179876593,146.18617549328624,118.57939820402261,122.60287013397335,118.55681214409964,124.07174242264587,2025-01-21 19:37:26.135104+00:00
2000-02-01,107.33683105429422,97.26283189689872,128.74407926375966,106.2092575824261,108.45067104706719,106.25169225356754,109.24418357834443,86.37378964029185,74.28479019387767,112.06291346392193,86.10117655630553,86.67673272900181,85.06606309856875,88.4827628144903,121.3121919969625,112.58152636557942,139.86485646365148,119.61464493317317,122.96662992577745,120.37544502356673,123.08513075424717,2025-01-21 19:37:26.135104+00:00
2000-03-01,100.08620710175818,87.96249561948545,125.8490940015877,97.76003260145883,102.43947200095725,99.88258847644566,100.54224158109,79.92587004689975,63.627761074082116,114.55935161413721,80.11482221428182,79.72826276723053,79.9947323006707,79.89841824285,113.52643180499712,104.18565198308767,133.3755889265547,109.52350619291018,117.58027815677505,113.14115926029562,114.30479047325,2025-01-21 19:37:26.135104+00:00
2000-04-01,93.9329524449832,78.75721510684346,126.18139428853014,92.60516237878078,95.1404991845016,94.72195526362007,92.83717282518931,70.42211433965323,51.85681535182529,109.87337468878764,69.99748940919841,70.74984381406502,73.4502696069981,65.71763834591411,109.60684451520318,96.69081494352226,137.05340735502514,107.67694435850235,111.40093609812601,108.90307903470139,110.91686247803945,2025-01-21 19:37:26.135104+00:00
2000-05-01,89.43619171775623,74.58749259815585,120.98967734690706,89.00491098046751,89.80240063896838,90.09095175186947,88.79718143447542,69.29008438527012,50.15378027615721,109.95473061713503,68.93827504752772,69.57955154120545,71.45871147567205,66.49558169113129,102.86692993941367,90.87663414615494,128.3463085000884,102.38266826909404,103.284300037477,102.5124452693344,103.66491459670485,2025-01-21 19:37:26.135104+00:00
2000-06-01,94.54499974112451,80.50263883900075,124.38501665813747,92.2449801467713,96.70956457093492,92.46474080541525,97.84667302442347,74.5772085969808,54.90756644382153,116.37519817244423,73.23120141382547,75.95787588193672,74.61037905299159,74.80829631960334,107.85686050388699,97.56602043578691,129.72489564859964,104.92083263540187,110.54402369693372,104.36764864036435,113.20559082763688,2025-01-21 19:37:26.135104+00:00
2000-07-01,98.3076830403277,84.55530517486338,127.53148600443936,92.9234695879915,103.2872515157076,96.2739077185534,101.36628125347262,74.01194977585439,55.40281391813536,113.5563634735073,69.1692274014943,78.48629599517152,73.49315284409114,74.89677100964916,114.50483854997658,103.9902993460154,136.84823435839405,108.7596310456563,119.82122186273165,111.46107763486157,119.0126214160216,2025-01-21 19:37:26.135104+00:00
2000-08-01,91.1952827828987,75.08612470371622,125.42724370116146,85.19487427060548,96.86022698011713,93.90938041040862,87.8231352404375,68.82937921602458,50.486654650316595,107.80766891815404,64.55587323480732,72.74611413540468,71.65909250491976,64.98823714875836,106.10588516081478,91.48577140598263,137.1736268898331,98.95420829447093,112.93630220992543,108.74290568073452,103.04640063489025,2025-01-21 19:37:26.135104+00:00
2000-09-01,92.02270332993345,77.17256831290808,123.57924024111233,87.39703800916782,96.00145752830343,93.705202196889,90.18572842855602,72.9572849050887,58.354046453650916,103.98916661439395,71.0737284540664,74.63316981206229,75.27752567035475,70.0739931790045,104.73298227982994,89.71824955241286,136.63928932559125,98.27924437923542,110.24698267246418,105.99031988124518,103.59355192825704,2025-01-21 19:37:26.135104+00:00
2000-10-01,98.51412087741113,85.65578841533993,125.83807735931242,98.11427275301635,98.77526001540522,98.39364700698648,99.08881347519602,79.11134922269648,67.49616233738038,103.79362135399315,79.39361491363641,78.8622112012124,77.69252378840945,81.46331502036973,111.44930198055424,97.7622058006463,140.5343813628586,110.59471131260298,112.05062589153376,112.19439581937118,110.83914577841355,2025-01-21 19:37:26.135104+00:00
2000-11-01,99.37115523788484,85.6724008793184,128.4810082498385,99.8509980063708,98.88781263215733,101.80558003936123,96.56552532512423,73.13526223828305,60.5193644702989,99.94404499524934,73.51597235576007,72.74910974631959,75.03540088837474,70.79987427211883,116.86175057095271,102.44109181866475,147.5056504195646,117.40768177344461,116.31361455604916,119.65236614001888,113.74262602712784,2025-01-21 19:37:26.135104+00:00
2000-12-01,100.81988482863915,86.98081685118537,130.2279042807284,99.71127425852478,101.84632483460335,103.89158296449328,97.21413586184713,77.3461054485989,63.568066814009384,106.62443754710159,76.70275017121476,77.97631431815425,82.44061944696391,70.55852512077996,116.46907108199932,102.58931687596936,145.96354876981295,115.05029031673146,117.75966517890276,118.19222530951288,114.98454302255855,2025-01-21 19:37:26.135104+00:00
2001-01-01,111.34340266038774,100.03659310915785,135.37037295675123,110.33087917772714,112.3108037921277,116.7622865363386,104.16698887530117,104.53323134593556,96.73259390804971,121.109585901443,104.94759704063739,104.11801331454151,111.88951750562381,94.29401426469818,115.8835168700225,102.23925924322992,144.87756432695673,113.91973393578698,117.77266411051849,120.0107992234818,110.74897194903649,2025-01-21 19:37:26.135104+00:00
2001-02-01,113.4697281613216,101.79433469953578,138.27993926761644,111.90215430363065,115.11848159915132,116.41312821195456,109.51164768616079,104.07095438350399,95.67569581830476,121.91087883455236,103.99167526895346,104.13673144404083,107.68447700009571,99.056680908601,119.73557734653333,105.87342728702313,149.1926462229925,117.17580699341543,122.43964836922498,122.23222901986047,116.4816255378673,2025-01-21 19:37:26.135104+00:00
2001-03-01,108.54545383952903,98.70107432734162,129.46476030292726,105.72239754324661,111.31303862355787,109.90337353609328,106.94266475466077,90.60002413152259,81.31806887715547,110.32417904705268,88.15935010498973,92.9796617686283,91.30411570951588,89.82937964676148,120.50907364486665,110.28974462746571,142.22514780684364,117.43109583541789,123.53528986017758,122.30287875381154,118.35152149326031,2025-01-21 19:37:26.135104+00:00
2001-04-01,105.21655767569044,94.3119044576842,128.3889457639537,103.46536388913061,106.95707613454024,108.07165096996572,101.31000590223103,88.88361303311868,80.68233492710509,106.31132900839755,87.79577898509224,89.95029739353522,90.71969097269633,86.43715697857772,116.10518743740496,103.39828414473693,143.10735693432449,113.9117538251562,118.29492862854359,119.63962430147863,111.22523851799991,2025-01-21 19:37:26.135104+00:00
2001-05-01,102.4002543606378,94.01773942297012,120.2130986031816,96.49640822258476,109.07439706467673,105.09661289257232,98.14581600432979,83.55018652133627,77.74573051915517,95.88465552597108,79.02628236145267,88.05251494896109,87.01858766597616,77.5920500944814,114.96696625350549,104.86574535884675,136.4320606546553,108.14315879667282,123.08898514182049,117.1486297103031,111.8483266108954,2025-01-21 19:37:26.135104+00:00
2001-06-01,79.43934745619262,65.465364398349,109.13406145411034,77.63716171813398,81.21692884758323,82.22387019038962,75.29756529211373,64.82098226604026,56.14961469077582,83.24763836347717,62.673693230034345,66.96577087428308,66.72564584382938,62.0451654041076,89.18492424962754,71.67586420339778,126.39167684786578,87.61280737686707,90.71770082978334,92.55601975476311,84.13249855078449,2025-01-21 19:37:26.135104+00:00
2001-07-01,87.19928378488905,77.58545769505056,107.62866422579584,86.22670431182853,88.14354093176834,89.89659788757601,83.46660059150753,68.72253006997025,63.240211842905154,80.37245630248357,66.90654620971794,70.56381413734003,71.35683120327421,65.08944920660328,99.51711959483494,87.14895492981418,125.79946950800402,99.10680971323558,99.86335879472054,102.2564423437772,95.71803484811038,2025-01-21 19:37:26.135104+00:00
2001-08-01,86.38368275152118,75.174908466217,110.20232810779251,83.248068166304,89.73820349566122,88.06962793525287,84.07268678093787,68.80314152917042,60.98779741197825,85.41074777820376,66.43126364935173,71.33859189184598,70.44099109461007,66.56961713233143,98.1040435664217,84.63298250237618,126.73004832751838,94.45927117760549,102.00461123153806,99.8220524956814,95.74139988000884,2025-01-21 19:37:26.135104+00:00
2001-09-01,90.73587140905647,80.57932218508785,112.31853850998979,87.63039071262156,94.01784568869977,89.9434806308305,92.08884422480233,70.1803595769405,63.02643789965027,85.38244314118225,68.076048182881,72.39701809484886,69.70413939034574,71.052012233675,104.43954596380046,92.28124504204622,130.27593542252816,100.66661906578193,108.43173075126704,103.43637479115368,106.11339888555388,2025-01-21 19:37:26.135104+00:00
2001-10-01,80.651772598874,67.40888720470062,108.79290406149244,79.29483088269494,81.96580780744313,82.20400588560908,78.45252328922527,62.65558389341885,53.130155817193575,82.89711855539755,60.64248508446417,64.63983790968588,63.56231409282782,61.42825658207638,92.6492317358441,76.92804146303864,126.0567610655557,91.72972808151545,93.51645440594797,94.63180041412993,89.80203442732451,2025-01-21 19:37:26.135104+00:00
2001-11-01,78.31251418737705,62.67067282545259,111.55142708146647,74.92037710939138,81.80421796845468,79.70114469129618,76.489419773578,65.49729432695767,53.58370592782817,90.81366967510785,62.4592329096225,68.6387977163143,66.00665395463474,64.89337470507442,86.85599409432328,68.7286507572022,125.37659868570555,83.22780657590397,90.58116480321493,88.83080518240381,84.22011648591372,2025-01-21 19:37:26.135104+00:00
2001-12-01,86.27656716335818,73.67584845997094,113.05309440805604,82.43554585107157,90.22686843527144,89.39970933015233,81.78492758958174,71.35632153109182,61.847237479731355,91.56312514023283,69.7038190334367,73.03351502095457,74.33003570917626,67.10276762468553,96.22339758486908,81.561589113464,127.37974058660487,90.92336372949481,101.68910404481602,99.44615841080305,91.5730342328459,2025-01-21 19:37:26.135104+00:00
2002-01-01,87.0392785336852,72.75251521014464,117.39865059620894,85.20097439341588,88.92159365504436,89.40872432750453,83.65212416919732,70.70362299789814,59.06892270207992,95.42736112651184,68.76333251037178,72.71568738678602,72.67947102861089,67.91392069781081,97.92971555754328,81.87491021552111,132.04617690934035,96.15940231544528,99.7255311672166,100.5615598601003,94.14425981678833,2025-01-21 19:37:26.135104+00:00
2002-02-01,90.66196760188642,77.4897083848697,118.65301843804693,89.626358528367,91.69664660465708,91.65509250697878,89.29171449499258,74.33831698007317,64.0727292515661,96.15269090315067,73.79012936250479,74.8388167484272,74.73488021241161,73.89685314825279,101.54440134976193,86.43436114040543,133.65323679464444,100.18384463894184,102.93519984214365,102.9352340366902,99.55495539281911,2025-01-21 19:37:26.135104+00:00
2002-03-01,91.2988699236056,77.24489063931838,121.1635759027159,89.82070049765191,92.78913882741888,91.01167464077008,91.8158556545659,77.69346755200573,67.13700870901384,100.12594259336349,76.74748418352259,78.62730750402662,75.89448083365298,80.3487243787434,100.36913817133883,83.98347859285474,135.18866477561753,98.5361780404048,102.2303597096804,101.08980384551482,99.46060983844758,2025-01-21 19:37:26.135104+00:00
2002-04-01,95.9974585274895,83.82900697110259,121.8554180848117,93.03548532122944,99.05034937984331,97.00337680002042,94.61391382621585,74.38525244893339,65.45197286226603,93.36847157060153,71.737704318713,77.13244539173452,73.37032523664917,76.10980660535452,110.40559591319357,96.08036304366028,140.8467157609518,107.23400598957373,113.66228537191584,112.7587445089346,106.94998530679007,2025-01-21 19:37:26.135104+00:00
